"","Text","Text_Tag","Author","Date","Label"
"5877","Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.","deficit,federal-budget,military","Josefa O'Fogerty","2018/04/24","REAL"
"5878","Says Milken Institute rated San Antonio as nations top-performing local economy.","economy","Bonita Berzen","2018/03/24","REAL"
"5879","Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help.","corporations,message-machine-2012,state-budget,taxes","Keen Southcombe","2017/11/11","FAKE"
"5880","Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the worst reading scores and lead in infant mortality.","children,education,health-care,jobs,urban","Jarib Crippes","2018/10/18","FAKE"
"5881","Says Milwaukee County buses are no less safe now than a year or two ago.","crime,transportation","Kori Darrow","2018/01/12","FAKE"
"5882","Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.","candidates-biography,crime,criminal-justice","Mariquilla Clarey","2017/07/23","FAKE"
"5883","Says Milwaukee County elected officials drive around in luxury cars on your dime.","county-budget","Homer Livsey","2017/01/30","FAKE"
"5884","Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.","county-budget,county-government,crime,elections","Irwin Dank","2017/03/14","FAKE"
"5885","Says Milwaukee County Executive Chris Abele is a billionaire.","candidates-biography,wealth","Neilla Tallant","2017/08/22","FAKE"
"5886","Says Milwaukee County Executive Chris Abele once proposed a plan to end county funding to homeless shelters.","county-budget","Tiler McCorkell","2018/01/15","FAKE"
"5887","Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.","labor","Hedvige Costerd","2017/08/24","REAL"
"5888","Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.","county-budget,county-government,crime,criminal-justice","Corey Godilington","2018/10/12","REAL"
"5889","Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.","county-government,state-budget,unions","Teddie Rolfs","2017/05/24","REAL"
"5890","Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.","city-budget,city-government,county-budget,county-government,taxes","Culley Tommen","2017/04/21","FAKE"
"5891","Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools.","economy,education","Nerita Franzoli","2018/05/13","REAL"
"5892","Says Missouri Democratic Senate candidateJason Kander is attending fancy dinners all over the country.","elections","Filbert Dach","2018/11/23","FAKE"
"5893","Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.","economy,income","Dorella Yes","2018/06/07","REAL"
"5894","Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.","elections,legal-issues","Martina Ravel","2018/05/29","FAKE"
"5895","Says Mitch McConnell credits Republicans for recent economic improvements even though they took control of the Senate only days ago.","congress,economy,elections,job-accomplishments,jobs","Alla Delafoy","2018/12/28","REAL"
"5896","Says Mitch McConnell pushed the Wall Street bailout through the U.S. Senate and called it the Senate at its finest.","financial-regulation","Dory Cluse","2017/03/03","REAL"
"5897","Says Mitch McConnell voted three times for corporate tax breaks that send Kentucky jobs overseas.","corporations,message-machine-2014,taxes,voting-record,wealth","Bryn Collison","2018/04/09","FAKE"
"5898","Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.","federal-budget,health-care,medicare","Haroun Resdale","2018/11/18","FAKE"
"5899","Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.","economy,message-machine-2012","Willem MacGaffey","2017/01/22","FAKE"
"5900","Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe, legal abortion even in cases of rape, incest or when a womans life is at risk.","abortion,message-machine-2012,states,supreme-court,women","Cynde Petigrew","2017/03/13","FAKE"
"5901","Says Mitt Romney and Paul Ryan want to turn Medicare into a voucher system.","federal-budget,health-care,medicare","Kathe Skace","2017/01/07","REAL"
"5902","Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare.","health-care,medicare","Vitoria Dinnies","2018/05/23","FAKE"
"5903","Says Mitt Romney asked for a waiver from federal welfare rules.","welfare","Dreddy Darling","2018/04/21","FAKE"
"5904","Says Mitt Romney backed a bill that outlaws all abortions, even in cases of rape and incest.","abortion,message-machine-2012","Dorolice McElwee","2018/03/10","FAKE"
"5905","Says Mitt Romney called the Arizona law a model for the nation.","immigration,legal-issues","Tess Hofner","2018/03/10","FAKE"
"5906","Says Mitt Romney did not pay taxes for 10 years.","candidates-biography,taxes","Linet Golden of Ireland","2018/12/14","FAKE"
"5907","Says Mitt Romney flip-flopped on abortion.","abortion,message-machine-2012","Rosalinde Ellwood","2017/11/09","REAL"
"5908","Says Mitt Romney flip-flopped on abortion.","abortion,message-machine-2012","Rosalinde Ellwood","2017/11/09","REAL"
"5909","Says Mitt Romney flip-flopped on gun control.","guns,message-machine-2012","Mord Heales","2018/01/26","REAL"
"5910","Says Mitt Romney flip-flopped on supporting the presidents Recovery Act.","message-machine-2012,stimulus","Delaney Kezor","2018/04/01","FAKE"
"5911","Says Mitt Romney had millions in a Swiss bank account.","candidates-biography,message-machine-2012","Shay Krier","2017/10/28","REAL"
"5912","Says Mitt Romney had millions in the Cayman Islands, a tax haven.","message-machine-2012,taxes","Alla Delafoy","2017/06/13","REAL"
"5913","Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.","candidates-biography,corrections-and-updates,taxes","Karolina Van de Vlies","2017/06/07","REAL"
"5914","Says Mitt Romney has changed his position on supporting the TARP program.","economy,message-machine-2012","Dev Koche","2018/04/24","FAKE"
"5915","Says Mitt Romney has flip-flopped on abortion rights.","abortion","Sibel De Castri","2017/02/02","REAL"
"5916","Says Mitt Romney has flip-flopped on his support for President Reagans policies.","candidates-biography,message-machine-2012","Roderich Bengefield","2018/11/06","REAL"
"5917","Says Mitt Romney has put forward a plan that would cut taxes for millionaires while raising them for the middle class.","taxes","Dyann Ferrea","2018/04/16","FAKE"
"5918","Says Mitt Romney has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.","candidates-biography,civil-rights,supreme-court,women","Dyanna Storrar","2017/01/24","REAL"
"5919","Says Mitt Romney has said different things about whether global warming is caused by humans","cap-and-trade,climate-change,energy,environment,message-machine-2012","Emlynne Chattelaine","2018/04/12","REAL"
"5920","Says Mitt Romney has said we dont need more firemen, more policemen, more teachers.","economy,education,jobs","Shari Cromar","2018/12/08","REAL"
"5921","Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.","abortion,legal-issues","Consalve Boarder","2017/10/23","REAL"
"5922","Says Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.","taxes","Mariellen Betke","2017/04/19","REAL"
"5923","Says Mitt Romney is wrong to claim that spending under Obama has accelerated at a pace without precedent in recent history, because its actually risen slower than at any time in nearly 60 years.","corrections-and-updates,economy,federal-budget,history,stimulus","Bern Rodliff","2017/10/26","REAL"
"5924","Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.","debates,iraq,military","Fiorenze Armell","2018/03/30","REAL"
"5925","Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.","abortion,message-machine-2012,sexuality,women","Gerek Newbold","2017/09/25","REAL"
"5926","Says Mitt Romney paid only 14 percent in taxes probably less than you.","candidates-biography,message-machine-2012,taxes","Abigail Pinchin","2018/10/07","FAKE"
"5927","Says Mitt Romney pays less tax than the guys who installed his car elevators.","taxes","Kathlin Jain","2018/12/06","FAKE"
"5928","Says Mitt Romney plans to fire Big Bird.","federal-budget","Ann Giacobazzi","2018/01/10","FAKE"
"5929","Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.","abortion,message-machine-2012","Corey Godilington","2018/07/29","FAKE"
"5930","Says Mitt Romney raised business taxes 20 percent in Massachusetts.","message-machine-2012,taxes","Welby Cianni","2017/01/28","REAL"
"5931","Says Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill.","debates,women","Margette Choppin","2018/11/02","REAL"
"5932","Says Mitt Romney runs away from Ronald Reagan.","candidates-biography,message-machine-2012","Cristabel Colleton","2018/08/08","FAKE"
"5933","Says Mitt Romney said at a January 2012 debate that under Paul Ryans tax plan, Id have paid no taxes in the last two years.","corrections-and-updates,taxes","Reynard Giorgiutti","2018/10/05","FAKE"
"5934","Says Mitt Romney said he does not line up with the NRA.","guns,message-machine-2012","Philip Georgiev","2017/01/05","REAL"
"5935","Says Mitt Romney said we are going to have to live with high gas prices, its a good thing because it will reduce consumption, we dont want to produce any more gasoline.","gas-prices","Robina Gloucester","2018/03/12","FAKE"
"5936","Says Mitt Romney suggested that employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.","debates,drugs,health-care,sexuality,women","Maximilien Morat","2017/09/15","REAL"
"5937","Says Mitt Romney supports a plan to slowly and gradually raise the retirement age of Social Security.","social-security","Quinlan Mordanti","2017/03/23","REAL"
"5938","Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.","economy,small-business","Elisa de Werk","2017/10/11","REAL"
"5939","Says Mitt Romney wants to end tax credits for wind producers.","energy","Suzie Kiss","2018/09/15","REAL"
"5940","Says Mitt Romney wants to get rid of Planned Parenthood.","abortion,federal-budget,health-care","Lonni McLewd","2017/04/08","FAKE"
"5941","Says Mitt Romney was clear that he would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.","debates,jobs","Marve Tryme","2017/06/09","FAKE"
"5942","Says Mitt Romney was director of a company that stole millions from Medicare.","medicare","Rand Ondrus","2018/09/03","REAL"
"5943","Says Mitt Romney would deny gay people the right to adopt children.","gays-and-lesbians,message-machine-2012","Juanita Blaxeland","2018/03/20","FAKE"
"5944","Says Mitt Romney wrote that if Social Security was done in the private sector, it would be called criminal.","social-security","Horacio Esser","2017/10/04","FAKE"
"5945","Says Mitt Romneys campaign has already spent more on negative ads than John McCain did during his entire presidential run.","campaign-finance,candidates-biography","Filbert Dach","2018/02/09","FAKE"
"5946","Says Mitt Romneys carried interest income was a tax trick.","candidates-biography,message-machine-2012,taxes","Cairistiona Camplen","2017/04/09","FAKE"
"5947","Says Mitt Romneys comments indicated he would not have pursued Osama bin Laden.","candidates-biography,message-machine-2012,terrorism","Doyle Eccott","2018/10/15","FAKE"
"5948","Says Mitt Romneys investments created zero jobs.","candidates-biography,corporations,economy,jobs,message-machine-2012","Ammamaria Flippini","2017/01/31","FAKE"
"5949","Says Mitt Romneys plan calls for a $5 trillion tax cut.","debates,taxes","Leeanne Prise","2017/10/17","FAKE"
"5950","Says Mitt Romneys plan makes catastrophic cuts to education.","education,message-machine-2012","Hakeem Bruhn","2017/10/24","FAKE"
"5951","Says Mitt Romneys plan rolls back regulations on banks.","financial-regulation,message-machine-2012","Byrle Aimeric","2018/05/05","REAL"
"5952","Says Mitt Romneys top five donors are Wall Street firms, while Barack Obamas top five are technology companies and universities.","campaign-finance","Filberto Issacoff","2018/08/18","FAKE"
"5953","Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.","taxes","Hamilton Pedden","2017/04/01","FAKE"
"5954","Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election.","elections,history","Creighton Simmank","2018/10/29","REAL"
"5955","Says more than 1 million Texans are jobless, the state has its highest unemployment rate in more than 20 years and joblessness doubled on Rick Perrys watch.","jobs","Ann Giacobazzi","2017/08/19","FAKE"
"5956","Says more than 2 million Oregonians have received important medical services because of his health plan.","health-care","Raeann Bettanay","2017/06/14","FAKE"
"5957","Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.","message-machine-2012,unions","Yuri Grennan","2018/04/19","FAKE"
"5958","Says more than eight countries lead the United States in the percentage of college graduates.","education","Carolann Cathersides","2017/03/08","REAL"
"5959","Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.","corrections-and-updates,criminal-justice","Bonita Berzen","2018/08/11","FAKE"
"5960","Says most illegal immigrants draw welfare benefits, theyre sending their kids to school, theyre using the public services.","education,immigration,welfare","Kara Muckley","2018/09/22","FAKE"
"5961","Says most of Perrys chiefs of staff have been lobbyists.","ethics","Cassy Boggon","2018/06/03","REAL"
"5962","Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.","criminal-justice","Ferdy Gayforth","2018/08/06","FAKE"
"5963","Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.","taxes","Kaylyn Brando","2018/09/09","REAL"
"5964","Says murder is the chief cause of death for pregnant women.","crime,women","Natalie Brandli","2018/10/09","FAKE"
"5965","Says my advocacy questioning contracting out in Parks delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.","city-budget,city-government,unions,workers","Galina Burniston","2018/01/16","FAKE"
"5966","Says Nancy Pelosi said, Waiting long hours in the emergency room will allow you to make new friends!","health-care","Sheeree Gell","2017/04/02","FAKE"
"5967","Says Nathan Deal killed pro-gun bills in 2013.","guns","Culley Tommen","2018/10/01","FAKE"
"5968","Says nearly 1 million people are coming to town in the next 20 years.","population","Dyan Gumey","2018/12/24","FAKE"
"5969","Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.","housing","Oliy Edgler","2017/04/19","REAL"
"5970","Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas.","immigration","Agatha McGraw","2017/03/18","FAKE"
"5971","Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms.","gays-and-lesbians","Timmy Scurlock","2017/09/16","FAKE"
"5972","Says Nevada state Sen. Michael Roberson forced Common Core for Nevada schools.","education","Consalve Boarder","2018/05/03","FAKE"
"5973","Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer","health-care","Vladamir Rubel","2017/04/09","REAL"
"5974","Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.","environment,water","Griffin Alesbrook","2017/05/03","REAL"
"5975","Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.","health-care","Gerty Rubertelli","2018/03/29","FAKE"
"5976","Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.","job-accomplishments,jobs,message-machine-2012,workers","Farrell Happel","2017/07/06","FAKE"
"5977","Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.","education,state-budget","Adrianna Gleadhall","2018/01/20","FAKE"
"5978","Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.","jobs,taxes","Min Rabat","2017/07/06","FAKE"
"5979","Says New Hampshire has the third-highest property tax in the country.","corrections-and-updates,taxes","Irma Jonas","2018/07/15","REAL"
"5980","Says New Hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded Medicaid program.","bipartisanship,health-care,medicaid","Lorne Agass","2018/01/12","REAL"
"5981","Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.","city-government","Henderson Greder","2018/05/04","REAL"
"5982","Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.","city-government","Betteann Adney","2018/12/02","FAKE"
"5983","Says New Jersey has gained 143,000 new private-sector jobs.","jobs","Roslyn Gregori","2017/08/22","REAL"
"5984","Says New Jersey has the highest unemployment rate in the region and stagnant job growth.","jobs","Kaylyn Brando","2017/03/16","FAKE"
"5985","Says New Jersey has the most educated population of all the states in this country.","education","Lamont Carverhill","2018/11/08","REAL"
"5986","Says New Jersey is 50th in return of our federal tax dollars.","states,taxes","Gabe Ivashkin","2017/07/13","REAL"
"5987","Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.","economy,job-accomplishments,jobs","Shari Cromar","2018/03/10","FAKE"
"5988","Says New Jersey is losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.","environment,housing","Linus Billborough","2018/05/05","FAKE"
"5989","Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending.","jobs","Will Garnam","2017/07/23","FAKE"
"5990","Says New Jerseys $1 billion horse racing industry employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.","environment,gambling,jobs,state-finances","Chico Jonczyk","2017/01/31","FAKE"
"5991","Says New Jerseys job growth in May represents 25 percent of all the jobs created in the country.","jobs","Augustin Bozier","2017/11/01","FAKE"
"5992","Says New Jerseys prison system is 61 percent African-American even though our state is just 13 percent black.","criminal-justice","Laryssa Madgett","2018/09/15","REAL"
"5993","Says New Jerseys public school students have the best Advanced Placement scores in the nation.","education","Kort Fallanche","2017/05/06","REAL"
"5994","Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.","education","Lydie Castaneda","2018/10/27","FAKE"
"5995","Says New York has bureaucrats telling you whether you can even drink a Big Gulp.","city-government,government-regulation,public-health","Byrle Aimeric","2017/08/11","FAKE"
"5996","Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them.","candidates-biography,civil-rights,guns","Danella Abad","2018/12/16","FAKE"
"5997","Says Newt Gingrich aligned with Nancy Pelosi on global warming.","climate-change,environment,message-machine-2012","Aubrey Swaffer","2017/02/24","REAL"
"5998","Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.","immigration","Clarine Ollerhead","2018/11/04","FAKE"
"5999","Says Newt Gingrich is responsible for the gridlocked politics of Washington.","bipartisanship,history","Lonni McLewd","2017/07/23","FAKE"
"6000","Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.","abortion","Farrell Happel","2017/08/06","REAL"
"6001","Says Newt Gingrich said Spanish is the language of the ghetto.","elections,immigration,message-machine-2012","Josephina Huntall","2017/09/28","REAL"
"6002","Says Newt Gingrich supports amnesty for illegal immigrants.","immigration,message-machine-2012","Dory Cluse","2018/03/29","FAKE"
"6003","Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.","candidates-biography","Johannes Burry","2018/10/02","REAL"
"6004","Says Nick Rahall voted with Obama 94 percent of the time.","voting-record","Archer Markwick","2018/01/20","FAKE"
"6005","Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.","history","Forster Room","2017/02/27","FAKE"
"6006","Says no city comparable in size to Austin or smaller was broken into as many congressional districts.","congress,redistricting","Levi Ship","2017/02/22","REAL"
"6007","Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.","elections","Jerrold Pond-Jones","2017/07/29","FAKE"
"6008","Says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.","crime,criminal-justice,supreme-court","Emilia Comiam","2017/10/31","FAKE"
"6009","Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.","education","Field Whittek","2018/02/22","FAKE"
"6010","Says none of the government programs targeted for elimination or severe cutback in House Republican spending plans appeared on the GAOs list of government programs at high risk of waste, fraud and abuse.","deficit,federal-budget,government-efficiency","Tonye Tremblot","2017/01/05","REAL"
"6011","Says North Carolina is home of the largest military installations in the world.","homeland-security,military,patriotism,states","Mavis Cain","2017/09/27","REAL"
"6012","Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.","congress,crime,criminal-justice,immigration,public-safety","Kelli Labrum","2018/03/12","FAKE"
"6013","Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.","health-care","Vanny Bassano","2018/03/18","FAKE"
"6014","Says North Carolina Republican Senate candidate Thom Tillis supports a plan that would end Medicare as we know it.","federal-budget,health-care,medicare","Gabriella Kellett","2018/04/12","FAKE"
"6015","Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.","corrections-and-updates,federal-budget,immigration","Justin Ciciura","2018/07/30","FAKE"
"6016","Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.","census,city-government,county-government,population","Zack Renfrew","2017/05/29","FAKE"
"6017","Says Obama administration delay of health care laws employer mandate affects about 1 percent of the American workforce.","health-care","Loralie MacDermott","2017/10/09","REAL"
"6018","Says Obama adviser David Plouffe took large piles of cash from a joint venture partner of a company owned by Irans Revolutionary Guard.","candidates-biography,foreign-policy,message-machine-2012","Filbert Dach","2017/06/20","REAL"
"6019","Says Obama broke his promise to help homeowners facing foreclosure.","economy,housing,message-machine-2012","Darn Mateja","2017/10/21","REAL"
"6020","Says Obama broke his promise to offer a comprehensive immigration bill in his first year.","immigration","Odie Worms","2018/07/27","REAL"
"6021","Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.","israel","Marwin Armell","2018/03/05","FAKE"
"6022","Says Obama called Kagan a moderate. He called Sotomayor a moderate.","supreme-court","Paul Style","2017/02/14","REAL"
"6023","Says Obama called Medicaid broken four years ago.","health-care,medicaid","Tonye Tremblot","2017/05/17","REAL"
"6024","Says Obama called Sarah Palin a pig.","candidates-biography","Hervey Greated","2018/07/27","FAKE"
"6025","Says Obama doubled funding for the Pell Grant.","education","Ofelia Girt","2017/12/24","REAL"
"6026","Says Obama flip-flopped on a gas-tax ""holiday.""","energy","Tierney Hurch","2017/12/15","FAKE"
"6027","Says Obama flip-flopped on banning handguns.","guns","Consalve Boarder","2017/02/06","FAKE"
"6028","Says Obama flip-flopped on warrantless wiretapping.","terrorism","Delia Boich","2018/07/16","REAL"
"6029","Says Obama flip-flopped on withdrawing troops from Iraq.","iraq","Adeline Gervaise","2018/09/10","FAKE"
"6030","Says Obama has doubled the stock market from where we started when he was sworn into office","bush-administration,economy,jobs,stimulus","Karolina Van de Vlies","2017/12/13","FAKE"
"6031","Says Obama has failed to pass a budget.","federal-budget","Malory Travers","2017/07/13","FAKE"
"6032","Says Obama has flip-flopped on public campaign financing.","ethics","Bethina Teas","2018/07/03","REAL"
"6033","Says Obama has never submitted a budget, and Congress has worked for two years without passing one.","federal-budget,new-hampshire-2012","Charles Fesby","2017/01/18","FAKE"
"6034","Says Obama health reform law denies millions access to affordable insurance.","health-care,workers","Roderic Hubbard","2017/04/14","FAKE"
"6035","Says Obama is only president in history who has deliberately removed the words endowed by their Creator when referring to the Declaration of Independence.","history,message-machine-2012","Avram Latliff","2017/03/14","FAKE"
"6036","Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""","energy","Kendrick Bateman","2017/06/20","FAKE"
"6037","Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have ""new solutions"" to the energy crisis.","energy","Luther Simmell","2018/03/28","FAKE"
"6038","Says Obama opposes offshore drilling and a gas tax holiday.","energy","Joya Pietroni","2017/09/04","REAL"
"6039","Says Obama promised to cut the deficit in half.","debates,deficit","Paul Style","2018/07/13","REAL"
"6040","Says Obama promised unemployment would never go above 8 percent.","jobs","Min Rabat","2018/04/30","FAKE"
"6041","Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.","medicare","Irwin Dank","2017/01/29","FAKE"
"6042","Says Obama refuses to recognize Jerusalem as the capital of Israel.","foreign-policy,israel,message-machine-2012","Hana Moynihan","2018/09/22","FAKE"
"6043","Says Obama replaced the American flag on the tail of his plane with his campaign logo.","patriotism","Filbert Dach","2017/09/09","REAL"
"6044","Says Obama sent $450 million to China to build a wind farm in Texas.","china,jobs,message-machine-2012,stimulus","Jacquelynn Arnot","2017/04/26","FAKE"
"6045","Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.","nuclear","Fiorenze Armell","2017/09/19","FAKE"
"6046","Says Obama wants to redesign the American flag ""to better offer our enemies hope and love.""","patriotism","Bee Hick","2017/10/04","FAKE"
"6047","Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.","debates,foreign-policy,israel","Eleanora Ohanessian","2018/09/18","FAKE"
"6048","Says Obamacare is the largest middle-class tax increase in history.","federal-budget,health-care,taxes","Kettie Kidstone","2017/05/30","FAKE"
"6049","Says Obamaexempted Congress and their staff from the full effect of the (health care) law.","health-care","Binky Leemans","2017/11/08","FAKE"
"6050","Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered.","government-regulation,technology","Felix Peasee","2018/08/09","FAKE"
"6051","Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.","cap-and-trade,climate-change,economy","Jaquenetta Mangeon","2017/06/07","FAKE"
"6052","Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.","guns","Justen Folkerts","2017/11/01","REAL"
"6053","Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: This is not a filibuster.","congress,congressional-rules","Olenka Burford","2018/04/26","FAKE"
"6054","Says of Donald Trump, He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.","guns","Rab Skase","2017/04/22","REAL"
"6055","Says of flood of non-Mexicans being apprehended at the border: These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.","immigration,terrorism","Kaylyn Brando","2018/10/19","FAKE"
"6056","Says of Mitch McConnell,What can happen in 30 years? A senator can become a multi-millionaire in public office.","congress,corrections-and-updates,income,message-machine-2014,wealth","Valry Gregoriou","2018/11/23","FAKE"
"6057","Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a mandatory vaginal probe.","abortion,pundits,women","Moshe Ecclesall","2018/07/10","FAKE"
"6058","Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.","energy,environment,state-finances","Flory Gatsby","2017/10/10","FAKE"
"6059","Says Ohio Gov. John Kasich had the worst rating on spending of any governor in the country, Republican or Democrat.","candidates-biography,state-budget","Tyrone Dean","2017/08/25","FAKE"
"6060","Says Ohio has 77 job training programs spread across 13 state agencies.","economy,jobs","Georgena Langford","2017/12/13","REAL"
"6061","Says Ohio is one of just 17 states with an estate tax, and it has the lowest threshold in the nation.","taxes","Gustie Prendeguest","2018/01/01","REAL"
"6062","Says Ohio law gives tax breaks to rich people who own private jets.","state-budget,taxes","Boycey Hynard","2017/10/10","REAL"
"6063","Says Ohio Treasurer Josh Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.","government-efficiency,job-accomplishments","Emmett Ateggart","2017/03/13","FAKE"
"6064","Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.","corrections-and-updates,jobs","Harlene Atterley","2017/01/25","FAKE"
"6065","Says oil productions down where Obamas in charge.","corrections-and-updates,energy,message-machine-2012,oil-spill","Suzie Kiss","2017/04/18","FAKE"
"6066","Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls","health-care,message-machine-2014,women","Welby Cianni","2018/04/02","FAKE"
"6067","Says on the state level, we spend less today than Jon Corzine spent in fiscal year 2008, five years later.","state-budget,state-finances","Jorry Poore","2018/05/27","REAL"
"6068","Says one in four women and one in seven men have been victims of domestic violence in their lifetime.","crime,women","Roze Hendrickx","2017/01/27","REAL"
"6069","Says one in three Texas children drop out of high school.","children,education","Cassy Boggon","2018/06/18","FAKE"
"6070","Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.","city-budget,city-government,ethics","Rodi Gidman","2017/03/15","FAKE"
"6071","Says one out of three U.S. homeless men is a veteran.","poverty,veterans","Montgomery Duerdin","2017/04/02","FAKE"
