Text;Text_Tag;Author;Date;Label
The African-American community lost half of their wealth as a result of the Wall Street collapse.;diversity,financial-regulation;Artus Inmett;2018/06/14;REAL
What concerns me is there is only two sentences that have been written about minority business.;city-government,corporations,jobs,small-business;Onfre Norquoy;2017/07/29;FAKE
Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.;energy,environment;Petronia Fazakerley;2018/03/16;REAL
If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.;energy,abc-news-week;Doyle Eccott;2018/09/01;FAKE
On campaign contributions from electric utilities.;campaign-finance,energy;Jobina Dron;2018/03/13;FAKE
Our children's safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in China.;consumer-safety;Sharai Cubbit;2017/02/16;REAL
By the way, Im not raising tolls 50 percent....Jon Corzine did.;transportation;Giselle De la Yglesias;2017/08/06;REAL
If public employees dont pay more for benefits starting April 1, 2011, the equivalent is 1,500 state employee layoffs by June 30, 2011 and 10,000 to 12,000 state and local government employee layoffs in the next two years.;labor,state-budget;Katerine Boldero;2017/12/24;REAL
Over the past three years, deep poverty has reached its highest level on record.;history,poverty;Marsiella Pyvis;2017/01/03;REAL
Says Bernie Sanders is going to tax you people at 90 percent.;taxes;Claudette Croux;2017/12/29;FAKE
Pam Bonditold a group of lobbyists shell side with corporate special interests as attorney general.;candidates-biography,message-machine;Tierney Hurch;2017/01/18;FAKE
Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.;debates,deficit,military,taxes;Harwilll Roskeilly;2018/01/12;REAL
U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.;families,marriage,women;Else Treske;2017/12/15;FAKE
As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.;elections,states;Nils Thecham;2017/01/18;FAKE
Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district hes seeking to represent.;candidates-biography,elections;Mike Kineton;2018/01/06;FAKE
No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trumps achievement is remarkable.;elections,history;Winni Santora;2017/03/20;FAKE
The Interior Department is in charge of salmon while theyre in fresh water, but the Commerce Department handles them when theyre in saltwater.;environment,government-efficiency,water;Gaby Schowenburg;2018/12/02;REAL
The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.;taxes;Tonye Tremblot;2018/07/29;REAL
Ann McLane Kuster is for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.;health-care,medicare;Shae Jannex;2018/10/30;FAKE
Last year we spent more than $40 billion on highways. And Lord knows we need that. But thats more than we spent on Amtrak in its entire 40-year history.;federal-budget,transportation;Emmett Ateggart;2018/08/19;REAL
You cannot get (Ebola) from just riding on a plane or bus.;ebola,public-health,transportation;Ronalda Welburn;2018/05/29;REAL
Said the Washington Post argued that a failure to pass the START treaty this year would be no calamity, and that the Associated Press saidthe administration concedes the security risk is not immediate.;foreign-policy,military;Winni Santora;2018/07/13;FAKE
We currently have one guy who is in charge of painting the entire Milwaukee County parks system.;county-budget,recreation;Dex Bedwell;2017/09/27;FAKE
Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.;animals,crime,environment,government-regulation,guns,pundits,recreation,market-regulation;Laryssa Madgett;2018/02/09;REAL
Liberty University students were mandated to attend Sen. Ted Cruzs presidential announcement or they would be fined.;elections;Martina Ravel;2018/07/16;REAL
Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.;crime,immigration;Archer Markwick;2017/07/21;FAKE
Slim Jims just recently cost 99 cents but now cost $2.69.;agriculture,economy;Petr Bumby;2018/05/20;FAKE
President Barack Obama and Secretary of State John Kerry agreed to lift Irans economic and arms sanctions without any proof of change in conduct.;nuclear;Harmony Wittrington;2018/05/04;FAKE
President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.;immigration,legal-issues,abc-news-week;Ed Canellas;2018/01/12;REAL
Weve seen our deficits cut by two-thirds.;deficit;Eldon Elgy;2017/08/24;REAL
The city of Houston now has more debt per capita than California.;message-machine,state-budget;Georgena Langford;2018/03/21;FAKE
Says Patrick Murphy is one of only three Democrats in the House today who voted to create the Benghazi committee.;candidates-biography,congress,voting-record;Roderic Hubbard;2018/12/26;REAL
Says Patrick Murphy embellished, according to reports, his University of Miami academic achievement.;candidates-biography;Jeffy Roskelly;2018/01/25;REAL
Every billion dollars we spend on highway construction results in 47,500 jobs. But the fact is the average American is sitting in traffic 38 hours a year.;transportation;Shay Krier;2018/12/27;FAKE
Says Jeanne Shaheen got behind the idea of using the IRS to target American citizens for their political views.;taxes;Elvis Hatliffe;2018/10/20;FAKE
On average, Americans spend less than 10 percent of their disposable income on food. Compare that to folks in Mexico, who spend 22 percent, China, 28 percent and Russia, 37 percent.;agriculture,china,economy;Boycey Hynard;2018/06/14;REAL
We lock up close to 2.4 million people in this country. Were locking up more people than China and Russia.;china,crime,criminal-justice;Baillie Alway;2017/01/18;REAL
You can fill out your tax return in Estonia online in five minutes.;foreign-policy,taxes;Catha Kleeman;2017/12/10;REAL
In 2010 about 75 percent of child abuse and neglect reports in Oregon were made by those required to report by law.;children;Gerek Boissier;2017/09/27;REAL
Since Oregons prescription-only law took effect, meth lab incidents have dropped by 96 percent and meth-related arrests by 32 percent.;crime,drugs;Eldon Elgy;2017/01/29;REAL
OShaughnessy even voted for her own personal stimulus package -- a taxpayer-funded pay raise for herself.;job-accomplishments,public-service;Starla Tellenbroker;2017/12/18;FAKE
When Washington liberals wanted to take away our guns, Chet said no.;guns,message-machine;Loise Olivelli;2017/03/14;FAKE
Because of Obamacare, over the last two years, health care premiums have gone up -- its true -- but theyve gone up slower than any time in the last 50 years.;debates,health-care;Adeline Gervaise;2018/10/06;FAKE
Says Marco Rubio endorsed Obamacare for his own family.;health-care;Jeniece Lamborn;2017/12/17;FAKE
Then, the Republican leader theatrically introduced new bills with stopgap budget language, declaring that we could stay until midnight and pass this compromise. Except under our constitution, a bill has to be read on 3 different days, so thats not possible.;state-budget;Cherice Kienzle;2018/09/26;FAKE
There are many health insurance plans that will cover Viagra but won't cover birth-control medication.;health-care;Lillis Carrington;2017/08/14;FAKE
Says Ken Cuccinelli attacked churches for helping the poor.;religion;Harmony Wittrington;2018/11/07;FAKE
We have created new jobs here in Cranston -- more than 1,000.;city-government,corporations,economy,government-regulation,job-accomplishments,jobs,market-regulation,small-business,workers;Mar Houseman;2018/01/18;REAL
Says Michele Bachmann said, The Chinese built a Great Wall 5,000 years ago. You dont see any illegal Mexicans in China.;immigration;Abraham Leverson;2018/08/07;FAKE
Rhode Islands state pension system underperformed the median three out of the four years that Mr. [Frank] Caprio was in office.;candidates-biography,economy,pensions,retirement,workers;Shoshanna Zamboniari;2017/03/17;REAL
Says Hillary Clinton was let off the hook for her email scandal while Gen. David Petraeus had his life destroyed for doing far, far less.;candidates-biography,criminal-justice,foreign-policy,government-regulation,homeland-security,military,technology,transparency;Cherice Kienzle;2017/07/13;FAKE
"The Obama administration is ""cutting back on defense""";military,pundits;Heidi Chomicz;2017/09/05;FAKE
Transporting drugs is the price of admission for people crossing the border illegally.;crime,drugs,homeland-security,human-rights,immigration,marijuana;Brod Disley;2018/06/12;FAKE
Charlie Crist stopped layoffs of some 20,000 school teachers during the global economic meltdown.;education;Teddie Rolfs;2018/03/27;FAKE
Says Hillary Clinton supported and continues to support fracking.;environment;Danella Abad;2018/08/18;REAL
A filibuster has never really been successfully used against a Supreme Court justice.;legal-issues,supreme-court,colbert-report;Faith Fullager;2018/01/06;FAKE
North Carolinas coast is possibly the best place in (the) U.S. for an offshore windfarm.;climate-change,energy,environment,states,weather;Aubrey Swaffer;2018/01/21;REAL
Says Russ Feingold supported a stimulus plan that allowed a company to create 3,000 jobs in China.;message-machine,stimulus,trade;Corinna Abramovitz;2018/02/26;FAKE
Scientists are questioning the original idea that man-made global warming is what is causing the climate to change. (It is) more and more being put into question.;climate-change,energy,environment;Rozanne Huckle;2018/07/03;FAKE
Says Paul Ryans budget would turn Medicare into a voucher.;medicare;Alicea Rasor;2017/05/15;REAL
"Says he has ""the most impressive education record"" of the Republican candidates.";education;Kristofer Brewood;2018/01/31;FAKE
Obamacare is going to increase the divorce rate.;health-care,marriage;Maximilien Morat;2018/11/10;FAKE
Many states without collective bargaining, such as Arizona, Nevada and North Carolina, have far larger budget deficits than many that do, including Ohio.;labor,state-budget;Allene Bortolini;2018/10/05;REAL
Senator Menendez said he would spend our money wisely. But our annual national deficit climbed from $250 billion a year to $1.6 trillion on his watch.;deficit,federal-budget;Susanne Fransinelli;2018/04/24;FAKE
Says Madison Mayor Paul Soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees.;campaign-finance,elections;Dulsea Snashall;2017/04/27;REAL
A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.;campaign-finance,crime,criminal-justice,elections,ethics,legal-issues;Malchy Bowland;2017/01/05;REAL
Says we allow more people into America legally than all other countries on the planet combined.;immigration;Krishnah Toomer;2018/07/16;FAKE
By the end of 2015, more than 1,300 people will have died on Georgia roads. One of out evey four fatalities resulted from drunken driving.;Alcohol,crime,public-safety,states,transportation;Tyne Sindle;2017/04/09;REAL
Providence is one of the busiest fire departments for its relative size in the country.;city-government,government-efficiency,public-safety;Ephraim Clemonts;2017/06/28;REAL
We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.;foreign-policy;Stan Charte;2017/03/20;FAKE
Says Chris Christie instituted an Internet sales tax.;economy,government-regulation,state-budget,states,taxes;Coralyn Cuncarr;2018/04/20;FAKE
No federal official at any level is currently allowed to say Merry Christmas.;religion;Leigh Halsall;2017/02/03;FAKE
"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge.""";patriotism;Dorian Hove;2017/04/27;FAKE
I started the whole year as a senior on the University of Illinois football team and led the team in interceptions and tackles from defensive back.;candidates-biography,education,sports;Annabal Durham;2017/03/20;FAKE
People committed involuntarily for 72 hours under the Baker Act will get their guns back automatically and immediately upon discharge....and their commitment is never entered into a background check database.;guns,health-care;Adeline Gervaise;2018/10/10;FAKE
Says he never called teachers thugs and has said nothing but great things about them during the fight over his curbs on unions;education,labor,state-budget;Gwendolin Dolder;2018/10/08;FAKE
Nevada Republican Senate nominee Joe Heck voted to criminalize abortion for rape victims.;abortion,women;Lotta Antrim;2018/06/28;FAKE
In Wisconsin, 98 percent of all small businesses will qualify for income-tax relief under my plan, freeing them to expand and create jobs.;small-business,taxes;Laryssa Snoad;2018/10/31;FAKE
The Democratic Party is getting smaller and smaller and smaller.;elections;Roze Hendrickx;2018/01/26;FAKE
Says Hillary Clintons been very clear where she stands on trade.;trade;Gusella Yard;2018/04/06;FAKE
Says to Hillary Clinton, You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.;candidates-biography,economy,foreign-policy,history,trade;Nerita Franzoli;2017/03/30;FAKE
On the status of illegal immigrants;immigration;Haroun Resdale;2017/12/23;FAKE
A new presidential helicopter is now going to cost as much as Air Force One.;federal-budget;Dee Hanford;2017/01/24;REAL
Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.;economy,jobs,states;Haily Cuffley;2017/12/30;FAKE
An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.;history,human-rights,legal-issues,religion,taxes;Esmeralda Bowyer;2018/07/08;REAL
In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.;health-care,history,message-machine-2012;Margette Choppin;2017/10/20;FAKE
(Jack Kingston) had more earmarks at one time than every member of the Georgia delegation put together.;federal-budget;Dodi Gillitt;2017/09/15;FAKE
You see 34 people (are) murdered every single day by gunfire in America.;crime,guns;Leigh Halsall;2018/11/27;REAL
One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.;foreign-policy,immigration;Devora Simmans;2018/01/12;FAKE
I stopped requesting earmarks in 2008.;federal-budget,transparency;Tracie Begg;2017/10/30;REAL
Says he supported the 1994 crime bill because there is a ban on assault weapons in that bill.;candidates-biography,guns;Kari Guilaem;2018/07/03;FAKE
Says Donald Trump bans disabled veterans from his high rise.;veterans;Sigismondo Goodbanne;2018/04/04;FAKE
Youre more likely to get struck by lightning in Texas thanfind in-person voter fraud.;elections;Timmy Scurlock;2017/01/18;REAL
Once again, a police officer has been killed with an illegal gun from Georgia a state that last year did the NRAs bidding and weakened its already lax gun laws.;crime,guns;Chaunce Thornley;2017/04/27;FAKE
Georgia has one of the nations highest jet fuel taxes.;state-budget,state-finances,transportation;Godwin Fine;2018/04/12;REAL
On whether the federal government should set a minimum wage;economy,workers;Hildegaard Galland;2017/06/23;FAKE
In 2015 roughly 10,000 political arrests occurred in Cuba. That is five times as many as occurred in 2010, when there were only about 2,000.;foreign-policy,human-rights,legal-issues;Dory Cluse;2017/04/17;REAL
Obama's proposed budget doubles the debt in five years, triples it in 10 years.;federal-budget;Betteann Adney;2017/02/07;REAL
Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.;government-efficiency;Bettye Klimkovich;2018/05/22;FAKE
Since 2010, eight children in Georgia have died due to vehicular heatstroke.;children;Mahmud Pietrzyk;2017/07/12;REAL
Every day, 34 Americans are murdered with guns.;crime,criminal-justice,government-regulation,guns;Devlin Mayte;2018/11/26;REAL
Says Bill Nelson sold agricultural land for home development, pocketing at least $1.4 million.;agriculture,taxes;Rozanne Huckle;2018/05/13;FAKE
Says John Kerry is the first secretary of state to rely primarily on a government account.;foreign-policy,technology;Noak Hargie;2017/01/16;REAL
U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.;ebola,foreign-policy,military,public-health;Carolee Caldero;2017/03/17;FAKE
Says eight Americans died in a knife attack at a Minnesota mall.;guns,terrorism;Tarrah Hildred;2018/11/20;FAKE
Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.;education,federal-budget;Toddy O'Quin;2018/10/20;FAKE
Says he has engaged in the political process only in the past decade.;campaign-finance,corporations;Concordia Fannin;2018/03/21;FAKE
One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.;congress,health-care,polls;Holt Southern;2018/05/15;REAL
Says carpet bombing means bombing not a city, but the location of the troops, with embedded special forces to direct the air power.;corrections-and-updates,history,military,terrorism;Josephina Huntall;2018/09/19;FAKE
The Brady Campaign has given me a 100 percent, not 99, 100 percent rating.;guns;Gabriella Kellett;2018/05/22;FAKE
If the sequester hits, hundreds of thousands of Americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings.;children,federal-budget,health-care,public-health;Cati Tomei;2018/10/28;FAKE
A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.;criminal-justice;Mozes Swyn;2018/06/07;FAKE
The CIA paid two psychologists $81 million to develop and run their torture program.;afghanistan,human-rights,iraq,terrorism;Fredericka Newart;2018/06/24;REAL
[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.;health-care;Rochella Howkins;2017/03/20;REAL
Says Marco Rubios proposed college affordability overhaul would specifically benefit for-profit colleges.;education;Wilhelmina Rubi;2017/09/02;FAKE
"On Obama, ""The press warns the 'Taxman Cometh.'""";taxes;Jocelin Burchess;2018/11/19;FAKE
Human trafficking is the third-biggest criminal enterprise in the world.;crime,human-rights;Dal Levesque;2018/06/01;REAL
On the Arizona immigration law.;immigration;Nickie Yeabsley;2017/09/18;FAKE
On offshore drilling.;energy;Roslyn Yerill;2018/02/20;FAKE
Every single strawberry that is served to Members of Congress will have passed through the rough hands of an undocumented immigrant.;agriculture,immigration,jobs,labor;Mellie Kertess;2017/08/19;FAKE
Too many tattoos on visible body parts keepsome applicants out of the military.;military;Gayla Mityashev;2017/11/01;REAL
A proposed bill in the Florida Legislature would authorize the public hoarding of cats by feral cat activists.;animals,crime;Agneta Eynaud;2018/10/30;FAKE
You lie! (in response to President Obama saying health reform would not insure illegal immigrants.);health-care,immigration;Gauthier Schistl;2017/04/18;FAKE
Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.;religion;Liana Rigmond;2017/02/27;FAKE
Tax increases could come into play as a result of the debt ceiling deal.;federal-budget,taxes;Jeralee Geldart;2018/04/24;REAL
My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.;legal-issues;Elisa de Werk;2018/03/29;FAKE
Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.;economy;Boy Bortolotti;2018/11/17;REAL
President Barack Obama has weakened the respect for America abroad.;foreign-policy,polls;Kimmi Flag;2018/01/14;FAKE
The fact is it's not amnesty.;immigration;Angus Enriques;2017/04/29;REAL
The average American family saw income rise $7,500 under Bill Clinton and decline $2,000 under George Bush.;economy;Otha Springett;2017/11/22;FAKE
I was able to go and buy an automatic weapon Most people can go out and buy an automatic weapon.;guns;Elijah Attkins;2018/03/07;FAKE
After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.;elections,job-accomplishments,polls;Melessa Limpertz;2017/03/15;REAL
When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.;economy,jobs;Kanya Sworder;2018/08/07;FAKE
People (are) paying more in taxes than they will for food, housing and clothing combined.;taxes;Bearnard Handrock;2018/07/29;FAKE
The Democrats plan to raise your tax rates to 70 or 80 percent.;taxes;Dorice Allchorn;2018/12/06;FAKE
A lot of the move to free the slaves ... did not come from the federal government. It came from a growing movement among the people, particularly people of faith.;history,religion;Walliw Ince;2017/01/27;FAKE
Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.;labor,state-budget;Earvin Logsdail;2017/01/13;FAKE
$3 billion over the next five years will be taken out of our public schools and be put into vouchers.;children,education,poverty;Nanni Cheltnam;2017/05/04;FAKE
Says Hillary Clintons energy agenda will cost the U.S. economy over $5 trillion;energy;Mattias Halifax;2017/05/23;FAKE
Republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of (expanded) Medicaid.;health-care,taxes;Johannes Burry;2017/05/09;REAL
Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.;animals,city-government;Baird Alldis;2018/07/15;FAKE
Roy Cooper wont say how he will pay for free college tuition.;education,state-budget,taxes;Else Treske;2018/06/01;FAKE
Says Fran DeWines made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.;families;Malchy Bowland;2018/10/12;REAL
California has more kids in poverty ... than virtually any other state.;children,poverty;Leese Graser;2017/08/08;REAL
The Obama-GOP compromise raises taxes, it raises the death tax.;federal-budget,taxes;Jennette Rosa;2018/01/21;FAKE
Husbands rarely beat up their wives. Single women get beaten up more.;crime,pundits;Harwilll Roskeilly;2017/08/26;FAKE
Says Jeb Bush once held $1 million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all.;education,women;Lucila Gilhespy;2018/08/01;FAKE
The R.I. Turnpike and Bridge Authority was supposed to exist only until the bonds used to build the Newport Bridge were paid off through tolls. Once the bonds were paid, the Newport Bridge was to be transferred to the State of Rhode Island and become toll-free.;history,infrastructure,legal-issues,transportation;Nertie Lortz;2017/10/20;REAL
Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.;federal-budget,workers;Enrico Dzeniskevich;2017/09/27;FAKE
On unemployment rates: We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.;energy,environment,government-regulation,jobs;Kali Cecere;2017/05/06;FAKE
Says Hillary Clinton took money from kings of Saudi Arabia and Morocco and Oman and Yemen.;campaign-finance,candidates-biography,foreign-policy,military,campaign-advertising;Al Loyndon;2018/06/02;FAKE
Says that President Obama said that Small Businesses Succeed Because of Government.;government-regulation,infrastructure,small-business;Josephina Huntall;2017/10/12;FAKE
The Republican governor who stood up and cut spending instead of raising taxes.;taxes;Brigid Porkiss;2017/06/17;FAKE
Because of the Trans-Pacific Partnership weve got a country like Malaysia taking really serious efforts to crack down on human trafficking.;human-rights,trade;Sigismondo Goodbanne;2018/05/30;REAL
Kohls Department Stores in 2012 announced the creation of 3,000 new jobs.;corporations,economy,job-accomplishments,jobs;Kimmi Flag;2018/10/31;FAKE
Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.;social-security;Miguel Wyre;2017/03/23;FAKE
Mitt Romney says the next president doesn't need foreign policy experience.;foreign-policy;Harlene Atterley;2017/05/03;REAL
"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""";health-care;Mervin Guichard;2017/05/11;REAL
Says we brought crime rate down by 30 percent when he was mayor of Dallas.;city-budget,crime,federal-budget;Lorri MacAscaidh;2017/02/01;REAL
Says Floridas pension plan faces the same long-term funding problems as Social Security.;retirement,social-security,state-budget;Malia Barracks;2017/06/20;FAKE
In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.;education;Gustie Prendeguest;2018/01/05;FAKE
Says New Jerseys $1 billion horse racing industry employs 13,000 individuals and ensures the preservation of 176,000 acres of horse farmland.;environment,gambling,jobs,state-finances;Chico Jonczyk;2017/01/31;FAKE
"Royalties foroil and other energy sources are the ""second-largest revenue source to the federal government after the IRS.""";energy,federal-budget;Al Loyndon;2017/10/09;FAKE
The No. 2 owner of Fox News is Prince Alwaleed bin Talal, who said, A strong American Government is not good for us.;pop-culture;Nelia Treadway;2017/12/24;FAKE
Says the Congressional Budget Office said unemployment could top 9 percent in 2013;economy,jobs,message-machine-2012;Nerita Wessell;2018/02/24;FAKE
When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.;immigration;Mirelle Colquyte;2018/05/11;FAKE
Sen. Sanders did vote five times against the Brady bill.;guns;Robina Gloucester;2018/09/26;REAL
Under President George W. Bush, the U.S. spent $1.3 trillion on tax cuts for the wealthy and trillions each on a war and on Medicare drug benefits.;federal-budget,iraq,medicare,military,taxes;Rolph Perigo;2018/09/15;FAKE
Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.;health-care;Lillis Carrington;2018/02/04;FAKE
I have never supported cap and trade.;candidates-biography,cap-and-trade,florida;Georgianne Cust;2018/05/23;REAL
The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.;health-care,job-accomplishments,jobs;Addi Van Dale;2017/01/28;FAKE
"There are prototype cars that get between 100 and 150 miles per gallon and ""we could have those cars in your garages in a couple of years.""";energy;Janifer Weatherdon;2017/03/18;FAKE
30,000 Arizonans may have no choice on Affordable Care Act coverage.;health-care;Lorry Boydon;2017/05/03;REAL
There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.;corporations,federal-budget,taxes;Juan Bomb;2018/04/30;REAL
"The United States has a supply of ""more than 100 years of natural gas.""";energy;Brandtr Reddoch;2018/07/22;FAKE
Says Virginia House Republicans are sacrificing $5 million a day in U.S. funds by refusing to expand Medicaid.;federal-budget,medicaid;Winni Bollands;2017/03/17;REAL
I represent the fourth-poorest (congressional) district in the nation.;census,income,poverty;Dodi Gillitt;2017/11/11;FAKE
The federal health care law tells the American people precisely what type of coverage they have to have.;health-care;Giorgi Maycey;2018/02/09;FAKE
Ohios lost more jobs in March than any other state in the nation.;economy,jobs;Phillis Callcott;2017/11/26;REAL
Says Patrick Murphy wrongly conveyed Rubios stance on abortion for women infected by Zika.;abortion,candidates-biography,corrections-and-updates;Doyle Eccott;2017/04/09;FAKE
Income inequality seems to be worst in cities run by Democrats.;economy,income;Lamont Carverhill;2017/02/07;FAKE
A recent drop in the unemployment rate is questionable because it was calculated over two days of the Thanksgiving week.;economy,pundits,workers;Susana Pavlitschek;2017/04/12;FAKE
The states that have raised the minimum wage (this year) have had faster job growth than the states that havent raised the minimum wage.;economy,states,workers;Milly Astling;2018/09/04;FAKE
In his first TV interview as president, Obama said we should talk to Iran.;foreign-policy;Margot Stoaks;2017/03/25;REAL
I have never voted for a tax increase.;florida,taxes;Gwenni Blesli;2017/12/15;FAKE
Says U.S. Reps. Phil Gingrey and Jack Kingston have even changed votes to what I voted, multiple times.;voting-record;Maynord Sharpus;2018/12/16;FAKE
Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.;taxes;Kalil Kitchener;2018/03/23;FAKE
(Environmentalists) said Were only going to stop coal mining above 2,000 feet. ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.;energy,environment;Josefa O'Fogerty;2018/10/30;FAKE
Proof of citizenship isnt necessary before you register to vote in Florida.;elections,immigration,redistricting;Brandtr Reddoch;2017/01/30;FAKE
Says Florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions.;environment,transportation;Enrico Dzeniskevich;2017/12/19;FAKE
Says that with President Obamas re-election, state and federal income tax rates for some taxpayers will rise to roughly 65 percent.;income,jobs,taxes,workers;Kalil Kitchener;2017/02/02;FAKE
My husband has not withheld a single document.;legal-issues;Willem MacGaffey;2018/06/10;FAKE
Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!;immigration;Scarlet Ketteringham;2017/04/01;FAKE
Say Portland Public Schools central administration makes up less than 4 percent of the staff.;education;Starla Tellenbroker;2018/05/20;REAL
Says Mitt Romney has changed his position on supporting the TARP program.;economy,message-machine-2012;Dev Koche;2018/04/24;FAKE
If President Barack Obama strikes a nuclear deal with Iran, the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.;foreign-policy,legal-issues;Henka Croser;2017/12/17;REAL
The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.;polls;Levy Rawlin;2018/09/09;FAKE
President Obama has no plan to reduce the deficit, let alone pay down the debt.;debt,deficit,federal-budget;Ed Canellas;2018/08/18;FAKE
Says electric utilities are trying to fool you into amending your state Constitution in a way that gives them the authority to shut down net metering.;corrections-and-updates,energy,florida-amendments;Reynard Giorgiutti;2017/12/29;FAKE
Wisconsins Government Accountability Board wanted to consider Mickey Mouse and Adolf Hitler as valid signatures on recall petitions.;elections,legal-issues;Webb Barends;2018/05/27;FAKE
Theres just one piece of legislation that is now law with Sen. Ted Cruzsname on it.;candidates-biography;Deva Whitelock;2017/04/10;REAL
An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.;elections,government-regulation;Burnaby Butting;2017/03/08;REAL
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).;environment;Mar Houseman;2018/11/23;FAKE
FACT: Repealing Obamacare would be easier than repealing Prohibition.;congressional-rules,health-care;Lulita Mallia;2018/03/27;FAKE
The majority of Americans now doubt that our children will have a better future.;polls;Letizia Terrans;2017/05/04;FAKE
"McCain ""said no to higher fuel-efficiency standards for cars.""";energy;Avram Latliff;2017/05/12;FAKE
The Constitution doesnt allow the governor to not-spend appropriations funds.;ethics,state-budget,transportation;Kelcey Plampin;2018/04/06;FAKE
One third of all federal prisoners today are illegal immigrants.;crime,criminal-justice,immigration;Gladi Smaile;2018/03/05;FAKE
Says under the Senate immigration bill, newly legalized immigrants will pay every tax possible, but you dont get a single benefit for 10 years.;immigration,welfare;Roderich Bengefield;2017/05/11;REAL
Each Georgia taxpayer would have to send $5,000 to the treasury to cover the states debt.;pensions,state-budget,taxes;Neall Arrowsmith;2017/01/18;FAKE
Says Mitt Romney wrote that if Social Security was done in the private sector, it would be called criminal.;social-security;Horacio Esser;2017/10/04;FAKE
A record number of Hispanics were elected to the U.S House of Representatives...;diversity,elections;Colver Satchel;2017/01/12;REAL
Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.;health-care;Broddie Darrigrand;2018/09/12;REAL
